articles,summaries,t5_summ,t5_precision,t5_recall,t5_f1
"Broadband in the UK gathers paceOne person in the UK is joining the internet's fast lane every 10 seconds, according to BT.The telecoms giant said the number of people on broadband via the telephone line had now surpassed four million. Including those connected via cable, almost six million people have a fast, always-on connection. The boom has been fuelled by fierce competition and falling prices, as well as the greater availability of broadband over the phone line. ""The take-up rate for broadband is accelerating at a terrific pace,"" said Ben Verwaayen, BT's chief executive. ""We will be in a very strong position to hit our five million target by summer 2006 much earlier than we had previously expected.""The last million connections were made over the past four months, with thousands of people being added to the total every day of the week.Those signing up to broadband include those that get their service direct from BT or via the many companies that re-sell BT lines under their own name. Part of the surge in people signing up was due to BT stretching the reach of ADSL - the UK's most widely used way of getting broadband - beyond six kilometres. Asymmetric Digital Subscriber Line technology lets ordinary copper phone lines support high data speeds. The standard speed is 512kbps, though faster connections are available. According to BT, more than 95% of UK homes and businesses can receive broadband over the phone line. It aims to extend this figure to 99.4% by next summer. There are also an estimated 1.7 million cable broadband customers in the UK.","The telecoms giant said the number of people on broadband via the telephone line had now surpassed four million.According to BT, more than 95% of UK homes and businesses can receive broadband over the phone line.There are also an estimated 1.7 million cable broadband customers in the UK.Those signing up to broadband include those that get their service direct from BT or via the many companies that re-sell BT lines under their own name.Including those connected via cable, almost six million people have a fast, always-on connection.The last million connections were made over the past four months, with thousands of people being added to the total every day of the week.","BT says 4 million people are joining the internet's fast lane every 10 seconds, bringing the number of people on the phone line to four million",0.8808849453926086,0.8358972668647766,0.8578016757965088
"Lib Dems demand new inquiryA judge should look into the David Blunkett controversy as key questions remain unanswered, the Lib Dems say.Sir Alan Budd's inquiry linked the ex-home secretary to the speeding up of a visa claim by his ex-lover's nanny. But he could not say whether Mr Blunkett had treated the nanny as a special case or had used her as an example of immigration problems. Lib Dem spokesman Mark Oaten said the number of officials who had forgotten what happened was worrying. He told BBC News: ""I'm extremely concerned that 20 individuals appear to have forgotten what happened or more suspiciously are not prepared to say what happened. ""That must be bad for government, it must be bad for public confidence in the system.""Mr Oaten said people would be mystified why Sir Alan's inquiry failed to uncover why processing of the visa application was speeded up. He said: ""There is a strong case for a judge-led judicial review of this because, of course, next time it happens it may not be about a nanny and their visa. It may be about something even more important than that. ""So we do need to understand what took place and who was involved."" The Tories criticised the Lib Dem stance, saying Mr Oaten had initially said he accepted Mr Blunkett's word unless further evidence emerged. But Lib Dem officials say Mr Oaten was speaking when an inquiry was under way and was avoiding rushing to judgement.","But Lib Dem officials say Mr Oaten was speaking when an inquiry was under way and was avoiding rushing to judgement.Lib Dem spokesman Mark Oaten said the number of officials who had forgotten what happened was worrying.Mr Oaten said people would be mystified why Sir Alan's inquiry failed to uncover why processing of the visa application was speeded up.The Tories criticised the Lib Dem stance, saying Mr Oaten had initially said he accepted Mr Blunkett's word unless further evidence emerged.He said: ""There is a strong case for a judge-led judicial review of this because, of course, next time it happens it may not be about a nanny and their visa.","Lib Dems demand new inquiry into David Blunkett case as key questions remain unanswered, spokesman says : ‘I’m extremely concerned’",0.871492862701416,0.8318603038787842,0.8512155413627625
"Warning over tsunami aid websiteNet users are being told to avoid a scam website that claims to collect cash on behalf of tsunami victims.The site looks plausible because it uses an old version of the official Disasters Emergency Committee webpage. However, DEC has no connection with the fake site and says it has contacted the police about it. The site is just the latest in a long list of scams that try to cash in on the goodwill generated by the tsunami disaster.The link to the website is contained in a spam e-mail that is currently circulating. The message's subject line reads ""Urgent Tsunami Earthquake Appeal"" and its text bears all the poor grammar and bad spelling that characterises many other phishing attempts. The web address of the fake site is decuk.org which could be close enough to the official www.dec.org.uk address to confuse some people keen to donate. Patricia Sanders, spokeswoman for the Disaster Emergency Committee said it was aware of the site and had contacted the Computer Crime Unit at Scotland Yard to help get it shut down. She said the spam e-mails directing people to the site started circulating two days ago shortly after the domain name of the site was registered. It is thought that the fake site is being run from Romania. Ms Sanders said DEC had contacted US net registrars who handle domain ownership and the net hosting firm that is keeping the site on the web.DEC was going to push for all cash donated via the site to be handed over to the official organisation. BT and DEC's hosting company were also making efforts to get the site shut down, she said.Ms Sanders said sending out spam e-mail to solicit donations was not DEC's style and that it would never canvass support in this way. She said that DEC hoped to get the fake site shut down as soon as possible. All attempts by the BBC News website to contact the people behind the site have failed. None of the e-mail addresses supplied on the site work and the real owner of the domain is obscured in publicly available net records. This is not the first attempt to cash in on the outpouring of goodwill that has accompanied appeals for tsunami aid. One e-mail sent out in early January came from someone who claimed that he had lost his parents in the disaster and was asking for help moving an inheritance from a bank account in the Netherlands. The con was very similar to the familiar Nigerian forward fee fraud e-mails that milk money out of people by promising them a cut of a much larger cash pile. Other scam e-mails included a link to a website that supposedly let people donate money but instead loaded spyware on their computers that grabbed confidential information. In a monthly report anti-virus firm Sophos said that two e-mail messages about the tsunami made it to the top 10 hoax list during January. Another tsunami-related e-mail is also circulating that carries the Zar worm which tries to spread via the familiar route of Microsoft's Outlook e-mail program. Anyone opening the attachment of the mail will have their contact list plundered by the worm keen to find new addresses to send itself to.","She said the spam e-mails directing people to the site started circulating two days ago shortly after the domain name of the site was registered.She said that DEC hoped to get the fake site shut down as soon as possible.The site is just the latest in a long list of scams that try to cash in on the goodwill generated by the tsunami disaster.Patricia Sanders, spokeswoman for the Disaster Emergency Committee said it was aware of the site and had contacted the Computer Crime Unit at Scotland Yard to help get it shut down.Ms Sanders said DEC had contacted US net registrars who handle domain ownership and the net hosting firm that is keeping the site on the web.DEC was going to push for all cash donated via the site to be handed over to the official organisation.None of the e-mail addresses supplied on the site work and the real owner of the domain is obscured in publicly available net records.All attempts by the BBC News website to contact the people behind the site have failed.BT and DEC's hosting company were also making efforts to get the site shut down, she said.The web address of the fake site is decuk.org which could be close enough to the official www.dec.org.uk address to confuse some people keen to donate.",Warning over tsunami aid websiteNet users are being told to avoid a scam website that claims to collect cash on behalf of tsunami victims. The site looks plausible because it uses an old version of the official Disasters Emergency Committee webpage. DEC says it has contacted the police about it,0.8681891560554504,0.8289635181427002,0.8481230139732361
"Blog reading explodes in AmericaAmericans are becoming avid blog readers, with 32 million getting hooked in 2004, according to new research.The survey, conducted by the Pew Internet and American Life Project, showed that blog readership has shot up by 58% in the last year. Some of this growth is attributable to political blogs written and read during the US presidential campaign. Despite the explosive growth, more than 60% of online Americans have still never heard of blogs, the survey found. Blogs, or web logs, are online spaces in which people can publish their thoughts, opinions or spread news events in their own words. Companies such as Google and Microsoft provide users with the tools to publish their own blogs.The rise of blogs has spawned a new desire for immediate news and information, with six million Americans now using RSS aggregators. RSS aggregators are downloaded to PCs and are programmed to subscribe to feeds from blogs, news sites and other websites. The aggregators automatically compile the latest information published online from the blogs or news sites. Reading blogs remains far more popular than writing them, the survey found. Only 7% of the 120 million US adults who use the internet had created a blog or web-based diary. Getting involved is becoming more popular though, with 12% saying they had posted material or comments on other people's blogs.Just under one in 10 of the US's internet users read political blogs such as the Daily Kos or Instapundit during the US presidential campaign. Kerry voters were slightly more likely to read them than Bush voters. Blog creators were likely to be young, well-educated, net-savvy males with good incomes and college educations, the survey found. This was also true of the average blog reader, although the survey found there was a greater than average growth in blog readership among women and those in minorities. The survey was conducted during November and involved telephone surveys of 1,324 internet users.","This was also true of the average blog reader, although the survey found there was a greater than average growth in blog readership among women and those in minorities.Reading blogs remains far more popular than writing them, the survey found.Just under one in 10 of the US's internet users read political blogs such as the Daily Kos or Instapundit during the US presidential campaign.Some of this growth is attributable to political blogs written and read during the US presidential campaign.Despite the explosive growth, more than 60% of online Americans have still never heard of blogs, the survey found.The survey, conducted by the Pew Internet and American Life Project, showed that blog readership has shot up by 58% in the last year.The rise of blogs has spawned a new desire for immediate news and information, with six million Americans now using RSS aggregators.","Blog reading explodes in America, new survey finds — and more than 60% of Americans don’t know about it — despite the rise of blogs",0.8844514489173889,0.8329304456710815,0.8579180836677551
"Brookside creator's Channel 4 bidThe creator of defunct TV soap Brookside has written to the culture minister to offer to buy Channel 4.Phil Redmond, now chairman of Mersey TV, told Tessa Jowell he would run it with its current remit intact for the next 10 years. But media watchdog Ofcom has said the the commercially funded public service broadcaster will not be privatised. A spokesman for the Department for Culture, Media and Sport said there were no plans to sell the channel.He added that primary legislation would be required for the station to be sold off, which the government was not intending to introduce. Brookside was axed in 2003 after its ratings slumped from a peak of seven million to just 1.5 million. Redmond also brought teen soap Hollyoaks to Channel 4 and created Grange Hill, the school-based drama serial which was first broadcast on BBC One in 1978. He was awarded the CBE for services to drama earlier this year.","Redmond also brought teen soap Hollyoaks to Channel 4 and created Grange Hill, the school-based drama serial which was first broadcast on BBC One in 1978.The creator of defunct TV soap Brookside has written to the culture minister to offer to buy Channel 4.He was awarded the CBE for services to drama earlier this year.A spokesman for the Department for Culture, Media and Sport said there were no plans to sell the channel.",Brookside creator says he wants to buy Channel 4 despite Ofcom's stance on the sale of the TV soap in the wake of its cancellation,0.8794864416122437,0.8424232602119446,0.8605559468269348
"Sony PSP tipped as a 'must-have'Sony's Playstation Portable is the top gadget for 2005, according to a round-up of ultimate gizmos compiled by Stuff Magazine.It beats the iPod into second place in the Top Ten Essentials list which predicts what gadget-lovers are likely to covet this year. Owning all 10 gadgets will set the gadget lover back £7,455. That is £1,000 cheaper than last year's list due to falling manufacturing costs making gadgets more affordable.Portable gadgets dominate the list, including Sharp's 902 3G mobile phone, the Pentax Optio SV digital camera and Samsung's Yepp YH-999 video jukebox.""What this year's Essentials shows is that gadgets are now cheaper, sexier and more indispensable than ever. We've got to the point where we can't live our lives without certain technology,"" said Adam Vaughan, editor of Stuff Essentials. The proliferation of gadgets in our homes is inexorably altering the role of the high street in our lives thinks Mr Vaughan. ""Take digital cameras, who would now pay to develop an entire film of photos? Or legitimate downloads, who would travel miles to a record shop when they could download the song in minutes for 70p?"" he asks. Next year will see a new set of technologies capturing the imaginations of gadget lovers, Stuff predicts. The Xbox 2, high-definition TV and MP3 mobiles will be among the list of must-haves that will dominate 2006, it says. The spring launch of the PSP in the UK is eagerly awaited by gaming fans.","Owning all 10 gadgets will set the gadget lover back £7,455.Portable gadgets dominate the list, including Sharp's 902 3G mobile phone, the Pentax Optio SV digital camera and Samsung's Yepp YH-999 video jukebox.""What this year's Essentials shows is that gadgets are now cheaper, sexier and more indispensable than ever.That is £1,000 cheaper than last year's list due to falling manufacturing costs making gadgets more affordable.Next year will see a new set of technologies capturing the imaginations of gadget lovers, Stuff predicts.Sony's Playstation Portable is the top gadget for 2005, according to a round-up of ultimate gizmos compiled by Stuff Magazine.","Sony PSP tipped as 'must-have' for 2005, says Stuff Magazine editor Adam Vaughan: ‘We’ve got to the point where we can’t live our lives without certain technology’",0.8448143005371094,0.8071399331092834,0.8255475163459778
"High fuel costs hit US airlinesTwo of the largest airlines in the US - American and Southwest - have blamed record fuel prices for their disappointing quarterly results.American Airlines' parent AMR reported a loss of $387m (£206m) for the fourth quarter of 2004, against a $111m loss for the same period a year earlier. Meanwhile, Southwest Airlines saw its fourth-quarter 2004 profits fall 15% to $56m, against $66m a year earlier. Both said high fuel bills would continue to pressure revenues in 2005. American, the world's biggest airline by some measures, said it expected to report a loss for the first quarter of 2005. Southwest, which has the highest market value of any US carrier, said it would remain profitable despite high fuel prices.AMR's shares were flat in Wednesday morning trading on the New York Stock Exchange, as the results were slightly better than analysts had anticipated. AMR's chief executive Gerard Arpey said the airline's difficulties reflected the situation within the industry. ""AMR's results for the fourth quarter of 2004 reflect the economic woes that plagued the airline industry throughout 2004 - in particular, high fuel prices and a tough revenue environment,"" he said. For the full year, AMR posted a loss of $761m, lower than 2003's $1.2bn loss and an indication that the airline has successfully cut costs. AMR added that as part of its cost cutting measures, it is postponing the delivery of 54 Boeing jets. Shares in Southwest fell 65 cents to $14.35 as analysts voiced their disappointment. ""The results came in below our already conservative estimate for the quarter,"" said Ray Neidl, an analyst at Calyon Securities. Both American and Southwest have been squeezed by cut-throat competition in the US airline industry, as a glut of available seats has led to fierce price reductions.","""AMR's results for the fourth quarter of 2004 reflect the economic woes that plagued the airline industry throughout 2004 - in particular, high fuel prices and a tough revenue environment,"" he said.American, the world's biggest airline by some measures, said it expected to report a loss for the first quarter of 2005.American Airlines' parent AMR reported a loss of $387m (£206m) for the fourth quarter of 2004, against a $111m loss for the same period a year earlier.Southwest, which has the highest market value of any US carrier, said it would remain profitable despite high fuel prices.Two of the largest airlines in the US - American and Southwest - have blamed record fuel prices for their disappointing quarterly results.Both American and Southwest have been squeezed by cut-throat competition in the US airline industry, as a glut of available seats has led to fierce price reductions.","American Airlines blames record fuel prices for disappointing results, says CEO: 'Tough revenue environment', 'tough cost cutting'",0.8930856585502625,0.8233264684677124,0.8567885160446167
"Disputed Nirvana box set on saleA box set featuring 68 unreleased Nirvana tracks has gone on sale in the US, after years of legal wrangles.With the Lights Out was intended to be released in 2001, to mark the 10th anniversary of the album Nevermind. It was blocked by Courtney Love, the widow of Nirvana frontman Kurt Cobain, who did not want unreleased song You Know You're Right on the box set. The dispute between Love and surviving band members Krist Novoselic and drummer Dave Grohl was settled in 2002. Work began on the box set in 1998, but legal battles put the project on hold. The legal fight centred on a studio recording of the unreleased track You Know You're Right, regarded by fans as one of the unreleased gems of Nirvana. The set, released on Tuesday, features three CDs and a DVD of rare performance and rehearsal footage. The DVD also includes the first performance of Smells Like Teen Spirit, the track that launched Nirvana on to the international stage in 1991. ""The band wasn't always pretty, or always in tune. This is not Nirvana unplugged. It's Nirvana unedited,"" said Cobain biographer Charles Cross. The band's development ended tragically when songwriter Kurt Cobain committed suicide in April 1994.","It was blocked by Courtney Love, the widow of Nirvana frontman Kurt Cobain, who did not want unreleased song You Know You're Right on the box set.A box set featuring 68 unreleased Nirvana tracks has gone on sale in the US, after years of legal wrangles.The legal fight centred on a studio recording of the unreleased track You Know You're Right, regarded by fans as one of the unreleased gems of Nirvana.This is not Nirvana unplugged.It's Nirvana unedited,"" said Cobain biographer Charles Cross.","Disputed Nirvana box set goes on sale in the US, after years of legal wrangles (11 minute read)",0.8981509208679199,0.8365919589996338,0.8662792444229126
"Kennedy criticises 'unfair' taxesGordon Brown has failed to tackle the ""fundamental unfairness"" in the tax system in his ninth Budget, Charles Kennedy has said.How was it right that the poorest 20% of society were still paying more as a proportion of their income than the richest 20%, the Lib Dem leader asked. The new £200 council tax rebate for pensioners did nothing to fix the ""unfair tax"", he added. The government could not go on ""patching up"" the system, he added. Speaking in the Commons after Mr Brown had delivered what is widely thought to be the last Budget before the general election, Mr Kennedy acknowledged that the UK was one of the most successful economies in the world.But he criticised both the chancellor and the Tories for failing to address the ""ticking bomb"" of council tax revaluation. He said the recent experience of Wales indicated seven million households in England would pay significantly more after revaluation. The chancellor's announcement that he was to offer a £200 council tax rebate paid by pensioner households was merely a ""sticking plaster"" to a much bigger problem. The Lib Dem plan for a local income tax would benefit the typical household by more than £450 a year, with half of all pensioners paying no local tax and about three million being better off.On pensions, Mr Kennedy said it was a ""scandal"" that the system discriminated against women who had missed making National Insurance payments when they were having children. He said a residency criteria would end ""at a stroke this fundamental iniquity"". Mr Kennedy added his party's priorities of free long-term care for the elderly, abolishing top-up fees and replacing the council tax would be funded by charging 50% income tax to those earning more than £100,000 per annum. He contrasted his approach with Mr Brown's pledge in 2001 not to increase income tax. The chancellor went on to put up National Insurance contributions after the election. ""For most individuals, most families, most households, it adds up to exactly the same thing,"" said Mr Kennedy. ""And they wonder why people get cynical about their politicians when they give one impression before an election and do exactly the opposite after that election.""","Mr Kennedy added his party's priorities of free long-term care for the elderly, abolishing top-up fees and replacing the council tax would be funded by charging 50% income tax to those earning more than £100,000 per annum.The new £200 council tax rebate for pensioners did nothing to fix the ""unfair tax"", he added.The Lib Dem plan for a local income tax would benefit the typical household by more than £450 a year, with half of all pensioners paying no local tax and about three million being better off.On pensions, Mr Kennedy said it was a ""scandal"" that the system discriminated against women who had missed making National Insurance payments when they were having children.Gordon Brown has failed to tackle the ""fundamental unfairness"" in the tax system in his ninth Budget, Charles Kennedy has said.He contrasted his approach with Mr Brown's pledge in 2001 not to increase income tax.Speaking in the Commons after Mr Brown had delivered what is widely thought to be the last Budget before the general election, Mr Kennedy acknowledged that the UK was one of the most successful economies in the world.","Lib Dem leader says Gordon Brown failed to tackle ‘fundamental unfairness’ in the tax system, says he wants to see a ‘sticking plaster’",0.8862862586975098,0.8208909034729004,0.852336049079895
"Hingis hints at playing comebackMartina Hingis has admitted that she might consider a competitive return to tennis if an appearance in Thailand later this month goes well.The former world number one will play at the Volvo Women's Open in Pattaya, which starts on 31 January, as part of her charity work in the region. ""The tournament is a test,"" she said. ""I don't know how my body will react. ""I support several charities in Thailand. I'm also playing to see where I am."" Speaking to Le Matin, the 24-year-old Swiss added: ""At Pattaya there will not be as many people and the players are ranked between the 30th and 95th in the world."" Hingis was 22 when she retired after having surgery on both ankles, and her last WTA event was in Filderstadt, Germany, in October 2002, when she lost to Elena Dementieva.","""I support several charities in Thailand.The former world number one will play at the Volvo Women's Open in Pattaya, which starts on 31 January, as part of her charity work in the region.Martina Hingis has admitted that she might consider a competitive return to tennis if an appearance in Thailand later this month goes well.Speaking to Le Matin, the 24-year-old Swiss added: ""At Pattaya there will not be as many people and the players are ranked between the 30th and 95th in the world.""",Former world number one Hingis says she might return to tennis if return to the sport is a test - says she's considering a return,0.8973973393440247,0.829089879989624,0.8618923425674438
"Smartphones suffer Skulls attackOwners of some Nokia smartphones are being warned to watch out for malicious wallpaper.Those downloading the software could find all the icons on their 7610 phone swapped for images of skulls. When installed the malicious program also locks many of the 7610's functions making it hard to use and harder to repair. The program is only the latest in a series of viruses produced to attack mobile phones.The file, nicknamed Skulls, is thought to have surfaced on shareware sites where people can pick up free add-ons, such as wallpaper, games and ringtones, for their phones Symbian said that it was not sure if the damage Skulls does was intentional or simply a result of bad programming. Soon after being discovered the file is thought to have been removed from the sites that were unwittingly harbouring it. The program is masquerading as software that creates new background images and themes for the main screen of the 7610 phone. The Skulls program is labelled as a file called: 7610.extended.theme.manager.zip.Once installed the program replaces all the icons on the main page with skulls and replaces all the working applications, such as contacts, calendar, notebook etc with non-working versions so the phone becomes almost useless. The only thing the phone can do is make and take calls. A statement by Symbian played down the significance of the malicious program and said few people would fall victim to it as users have to go through several steps to install it, one of which includes ignoring a security warning. Symbian said that the spread of the Skulls program was likely to be limited as the program cannot travel from one phone to another by itself. Despite this Finnish anti-virus lab F-Secure said it had sporadic reports of 7610 owners being caught out by it. The firm has produced guidance for users caught out to help them remove the program and get their phone working again. The Skulls program is thought to have been written by a malicious hacker using the alias Tee-222. Symbian phones produced by Sony Ericsson, Motorola, BenQ, Arima and Fujitsu are unaffected by the Skulls program.","Symbian said that the spread of the Skulls program was likely to be limited as the program cannot travel from one phone to another by itself.Symbian phones produced by Sony Ericsson, Motorola, BenQ, Arima and Fujitsu are unaffected by the Skulls program.The Skulls program is thought to have been written by a malicious hacker using the alias Tee-222.The Skulls program is labelled as a file called: 7610.extended.theme.manager.zip.The firm has produced guidance for users caught out to help them remove the program and get their phone working again.The file, nicknamed Skulls, is thought to have surfaced on shareware sites where people can pick up free add-ons, such as wallpaper, games and ringtones, for their phones Symbian said that it was not sure if the damage Skulls does was intentional or simply a result of bad programming.The program is masquerading as software that creates new background images and themes for the main screen of the 7610 phone.",Nokia phones suffer Skulls attack – and it’s not just a wallpaper – says Symbian bosses,0.8480470180511475,0.79733806848526,0.8219112157821655
"Honda wins China copyright rulingJapan's Honda has won a copyright case in Beijing, further evidence that China is taking a tougher line on protecting intellectual property rights.A court ruled that Chongqing Lifan Industry Group must stop selling Honda brand motorbikes and said it must pay 1.47m yuan ($177,600) in compensation. Internationally recognized regulation is now a key part of China's plans for developing its economy, analysts said. Beijing also has been threatened with sanctions if it fails to clamp down.Chinese firms copy products ranging from computer software and spark plugs to baby milk and compact discs. Despite the fact that product piracy is a major problem, foreign companies have only occasionally won cases and the compensation awarded has usually been small. Still, recent rulings and announcements will have boosted optimism that attitudes are changing. Earlier this week China said that in future it will punish violators of intellectual property rights with up to seven years in jail. And on Tuesday, Paws Incorporated - the owner of the rights to Garfield the cat - won a court battle against a publishing house that violated its copyright. Other firms that have taken legal action in China, with varying degrees of success, include Yamaha, General Motors and Toyota.The problem of piracy is not limited to China, however, and the potential for profit is huge. The European Union estimates that the global trade in pirated wares is worth more than 200bn euros a year (£140bn; $258bn), or about 5% of total world trade. And it is growing. Between 1998 and 2002, the number of counterfeit or pirated goods intercepted at the EU's external borders increased by more than 800%, it said. Last month the EU said it will start monitoring China, Ukraine and Russia to ensure they are going after pirated goods. Other countries on the EU's hit list include Thailand, Brazil, South Korea and Indonesia. Any countries that are not making enough of an effort could be dragged to the World Trade Organisation (WTO), a step that could trigger economic sanctions, the EU warned.","Japan's Honda has won a copyright case in Beijing, further evidence that China is taking a tougher line on protecting intellectual property rights.Earlier this week China said that in future it will punish violators of intellectual property rights with up to seven years in jail.Last month the EU said it will start monitoring China, Ukraine and Russia to ensure they are going after pirated goods.Between 1998 and 2002, the number of counterfeit or pirated goods intercepted at the EU's external borders increased by more than 800%, it said.Despite the fact that product piracy is a major problem, foreign companies have only occasionally won cases and the compensation awarded has usually been small.The problem of piracy is not limited to China, however, and the potential for profit is huge.Other firms that have taken legal action in China, with varying degrees of success, include Yamaha, General Motors and Toyota.","Honda wins China copyright ruling, further evidence that China is taking a tougher line on protecting intellectual property rights, analysts say - Reuters",0.9146962761878967,0.8299722671508789,0.8702771663665771
"Kuznetsova 'failed a drugs test'US Open champion Svetlana Kuznetsova has tested positive for a banned drug, according to Belgian authorities.Belgian sports minister Claude Eerdekens said that the Russian world number five tested positive for the stimulant ephedrine on 19 December. Kuznetsova was playing in an exhibition event in Charleroi at the time. Eerdekens said: ""There is a problem. Ephedrine was discovered. She remains innocent until proved guilty. She can ask for it to be tested again."" The situation remains unclear as the tournament was not commissioned by the World Anti-Doping Agency (Wada), the International Tennis Federation (ITF) or the Women's Tennis Accosiation (WTA). The test was carried out by regional Belgian authorities and Kuznetsova has not yet been able to have a B sample tested.Speaking at the Australian Open on Monday, before Eerdekens identified her, Kuznetsova said: ""I'm not worried. I'm not using anything to push myself. ""I have not been notified of any positive test, and I think it is unfair that it's come out the way it did."" Eerdekens said that confirmation of the findings was sent last Friday to the player's address in Spain, as well as to the Belgian prosecutors' office and the Belgian and Russian tennis federations. He conceded Kuznetsova might have taken a medicine which contained the banned substance. ""We have simply stated a fact,"" he said. ""It is for the federation concerned to impose the disciplinary measures after a procedure that respects the defence.""Either the ephedrine was taken to improve her performance or it is because she took some medicine legitimately to cure an infection."" However, Kuznetsova's naming was condemned by Russian tennis chief Shamil Tarpishchev. ""First of all, this Belgian sports minister has broken every ethical rule in the book by naming a player without any proof of wrongdoing, without any basic evidence,"" Tarpishchev said. ""We all know the basic principle in doping cases. If there is a positive sample, then they should notify the International Tennis Federation (ITF) as well as the national federation within three days,"" he said. ""This is not the case here. As of today we have not received any statement from the doping officials, nor did the ITF. ""Today I called the ITF headquarters and they told me they know nothing about it. ""If WADA (the World Anti-Doping Agency) was behind the testing, then we would also have known something by now. ""Otherwise, all these looks to me as pure fiction and fabrication of the facts.""","Belgian sports minister Claude Eerdekens said that the Russian world number five tested positive for the stimulant ephedrine on 19 December.The situation remains unclear as the tournament was not commissioned by the World Anti-Doping Agency (Wada), the International Tennis Federation (ITF) or the Women's Tennis Accosiation (WTA).Eerdekens said that confirmation of the findings was sent last Friday to the player's address in Spain, as well as to the Belgian prosecutors' office and the Belgian and Russian tennis federations.The test was carried out by regional Belgian authorities and Kuznetsova has not yet been able to have a B sample tested.If there is a positive sample, then they should notify the International Tennis Federation (ITF) as well as the national federation within three days,"" he said.Speaking at the Australian Open on Monday, before Eerdekens identified her, Kuznetsova said: ""I'm not worried.US Open champion Svetlana Kuznetsova has tested positive for a banned drug, according to Belgian authorities.Ephedrine was discovered.Eerdekens said: ""There is a problem.Kuznetsova was playing in an exhibition event in Charleroi at the time.However, Kuznetsova's naming was condemned by Russian tennis chief Shamil Tarpishchev.","Svetlana Kuznetsova 'failed a drugs test', says Belgian sports minister: 'I'm not worried'",0.8932368159294128,0.8000525236129761,0.8440806865692139
"Guantanamo pair's passport banThe government has written to two of the British men freed from Guantanamo Bay telling them they will not be allowed passports.A letter sent to Martin Mubanga said his British passport would not be issued in the light of evidence gathered against him by the US. This suggested he was likely to take part in action against UK or allied targets if he left Britain, it said. An identical letter has been sent to Feroz Abbasi, the men's solicitor says.It is not known whether the other two men released from the Cuba detention camp in January - Richard Belmar and Moazzam Begg - have also received letters. The government is implementing the rarely used Royal Prerogative in order to withdraw the men's passports. It is only the 13th time the power has been used since 1947 - the last time was in 1976. The letter, from the Home Office, says: ""I am writing to inform you that on the basis of the information which has come to light during your detention by the United States, the home secretary considered that there are strong grounds for believing that, on leaving the United Kingdom, you would take part in activities against the United Kingdom, or allied targets.""The Home Office said it could not comment on individual cases.The Liberal Democrats say they suspect the move is part of a package of security measures agreed with the US in order for the men to be allowed home from Guantanamo Bay.Home Affairs spokesman Mark Oaten also demanded assurances that the evidence against the men was not gained under torture. He added: ""The power should only be used in absolute extreme circumstances and I find it hard to believe that these conditions have been met this time."" He said the move also raised complex questions about the use of the Royal Prerogative. The Liberal Democrats have promised to raise the issue in Parliament.Amnesty International UK also questioned whether the decisions had been based on ""torture evidence"" obtained at Guantanamo Bay. ""Furthermore, we believe there should be an investigation into the role played by the UK in the detention of UK residents and nationals and possibly many others at Guantanamo Bay,"" said director Kate Allen. The men's solicitor, Louise Christian, has raised questions about whether the evidence was gathered through torture. But the Pentagon told BBC News US policy ""condemns and prohibits"" torture and said there was no evidence that any British detainee was tortured or abused. Mr Abbasi, 23, from Croydon, south London, was taken to Guantanamo Bay after being captured in Afghanistan in 2001. Mr Mubanga, 29, from north London, was originally detained in Zambia.","The men's solicitor, Louise Christian, has raised questions about whether the evidence was gathered through torture.But the Pentagon told BBC News US policy ""condemns and prohibits"" torture and said there was no evidence that any British detainee was tortured or abused.The Liberal Democrats say they suspect the move is part of a package of security measures agreed with the US in order for the men to be allowed home from Guantanamo Bay.Home Affairs spokesman Mark Oaten also demanded assurances that the evidence against the men was not gained under torture.Amnesty International UK also questioned whether the decisions had been based on ""torture evidence"" obtained at Guantanamo Bay.The government has written to two of the British men freed from Guantanamo Bay telling them they will not be allowed passports.Mr Abbasi, 23, from Croydon, south London, was taken to Guantanamo Bay after being captured in Afghanistan in 2001.A letter sent to Martin Mubanga said his British passport would not be issued in the light of evidence gathered against him by the US.","Home Office says it will not issue passports to two British detainees at Guantanamo Bay, despite evidence gathered against him",0.8896750211715698,0.8233156204223633,0.8552099466323853
