title,text,label,num_tokens,bart_summarize
TOO FUNNY! CHUCK SCHUMER Tries To Lead Liberal Chant… It’s An Epic Fail Just Like His Effort To Block Neil Gorsuch! [Video],"In recent weeks, Senate Minority Leader Chuck Schumer (D-N.Y.) has threatened to lead his caucus in filibustering President Donald Trump s nominee to the Supreme Court, Judge Neil Gorsuch, often citing a rule that a Supreme Court nominee needs a 60-vote supermajority in order to be appointed.The alleged rule has been debunked by fact-checkers, but Schumer is still holding out, arguing that Republicans would be violating the established norms of the Senate if they were to subject Trump s Supreme Court nominee to a simple up or down vote. If Judge Gorsuch fails to earn 60 votes and fails to demonstrate he is mainstream enough to sit on the high court, we should change the nominee not the rules,  Schumer said in a Wednesday press conference. When pressed by Sinclair Broadcast Group, he acknowledged that there was no hard and fast rule subjecting every Supreme Court nominee to approval by a supermajority, but  we believe in a 60-vote threshold. That belief is different from a rule. And Republicans are now arguing that even though the last four nominees to the Supreme Court were forced to overcome the 60-vote threshold for their lifetime appointments, it is not the standard.Senate Majority Leader Mitch McConnell (R-Ky.) said on Wednesday that his Democratic colleagues are invoking a  mythical 60 vote standard that doesn t exist,  because of their 2016 electoral loss.  A 60-vote threshold has never been the standard for a Supreme Court nomination. The 60-vote standard was even debunked by the Washington Post fact-checker two months ago, saying Democrats were using  misleading  and  slippery  language. The claims by Schumer and other leading Democrats earned Two Pinocchios.Via: FOX 57",fake,346,"Senate Minority Leader Chuck Schumer (D-N.Y.) has threatened to lead his caucus in filibustering President Donald Trump s nominee to the Supreme Court, Judge Neil Gorsuch. Schumer often cites a rule that a Supreme Court nominee needs a 60-vote supermajority in order to be appointed."
 Republican Greg Abbott Picks Supporting Israel Over Obama – Plans With Bibi To Antagonize Iran,"Governor Greg Abbott of Texas recently traveled to Israel to kiss the ring of Bibi Netanyahu. While there, he pledged that he will do what he can as Texas  leader to obey Israel s desires and begin working on new ways to re-antagonize Iran.Abbott, like most Republicans, owes his true loyalty to Netanyahu s craving for discord instead of America s effort at peace and cooperation. Abbott pledged to craft laws in Texas to curb the flow of any public funds to Iran. He seeks to accomplish this by banning any state-level investments in Iran or by banning Texas government from doing business with any company that does business in Iran. The second part of that is particularly hypocritical. Republicans have always used terms like  free trade  and the concept of little to no government regulation of business to attack liberals. However, when  free trade  conflicts with the desires of Benjamin Netanyahu   a leader of a foreign nation   there suddenly isn t enough regulation that can be enacted.When asked for an example of how many Texan public dollars flow to Iran, Governor Abbott s office was unable to provide any figures. Without some real data, the impact of Abbott s new laws will be unproven at best, and he would likely have to spend more state money to audit companies to make that determination. Fiscal conservatism at its best Governor Abbott will obviously not be able to single-handedly bring Iran to its knees over new state-level  sanctions,  but the politics on this are clear. Republicans still want to do everything they can to sabotage what is otherwise an incredibly successful and historic win for President Obama on his diplomatic victory with Iran. Being able to show their undying loyalty to a foreign leader in the process is just a nice bonus.Featured image via Flickr",fake,357,Governor Greg Abbott of Texas recently traveled to Israel to kiss the ring of Bibi Netanyahu. Abbott pledged to craft laws in Texas to curb the flow of any public funds to Iran.
" Tea Party Candidate Wants To Be Elected So Bad, He’ll Betray His Own Party Horrifically To Do It","Art Halvorson, a Tea Partier with a major agenda, is running for office against Rep. Bill Shuster (R-PA), who is the chairman of the House Transportation and Infrastructure Committee. Ordinarily, this wouldn t be news, except that Halvorson is literally willing to do anything it takes to beat Shuster. Even if it means running as a Democrat.There s a reason to gag here, because it s like Halvorson is actually willing to infiltrate the Democratic Party in order to accomplish his aims. In fact, the worst kind of Tea Partier is one who will literally do anything, no matter how slimy, to win an election    kind of like Donald Trump. There s a reason the Tea Party is such a problem.A spokesperson for Shuster hit the nail on the head on Halvorson s absolute buttfuckery: By running for Congress as a Democrat after beating the other Democrat by 41 votes in the primary, Art Halvorson has proved that he cares about one thing and one thing only   himself,  said Casey Contres, a campaign spokesman for Shuster.  Not only is he betraying Democrats by calling their party Godless while forcing them to accept him as their nominee, but he is also betraying the will of the Republican primary voters that have twice rejected his attempt to get a job in Congress. He s betraying the will of the Republican primary voters,  that have rejected him. Here s a clue that he s unhinged: Halvorson lost his primary against Shuster, but he doesn t think that s the end of it. That s disgusting right there, because the Tea Party is supposed to be all about the will of the people over tyranny. They want small government, and think the people should hold the power. Does Halvorson think that the primary didn t reflect what the people of Pennsylvania s 9th District somehow? How is this kind of manipulation in keeping with what the Tea Party stands for?Simple answer: It doesn t.Halvorson is sick, like the entire Tea Party.The oddest thing is that he wants to let voters know that he s a Republican running as a Democrat, so they know they need to actually swallow their pride and (gasp!) vote Blue! But he faces a ridiculous battle. Gillian Kratzer, chairwoman of the Blair County Democrats, which is where Halvorson is running, says that Democrats won t be fooled. She believes he should know that Democrats won t support him. Republicans probably won t, either.Halvorson embodies Tea Party desperation at its finest. Many don t see how he ll win, but all that matters to him is himself. Who knew a Tea Partier could be so selfish? Oh wait.Featured image via Art Halvorson s Twitter account",fake,588,"Art Halvorson, a Tea Partier with a major agenda, is running for office against Rep. Bill Shuster (R-PA) He is literally willing to do anything it takes to beat Shuster, even if it means running as a Democrat. He is betraying the will of the Republican primary voters, that have rejected him."
COLLEGE QB Kneed Out Of Anger Over Trump’s Remarks About NFL Players Disrespecting Our Flag…Immediately Gets Bad News From Coach,"He was given the option to kneel in protest before the game, but it was more important for him to take a stand against our President for bravely taking a public stance in defense of our flag and for our veterans A liberal arts college in eastern Pennsylvania cut its backup quarterback after he knelt during the national anthem.Albright College in Reading cut Gyree Durante from its team after he took a knee during the Star-Spangled Banner, according to the Philadelphia Inquirer.According to the paper, the school promised consequences if players took actions different than those made in a special agreement.The team s  leadership council  decided that the squad would take a knee during the pregame coin toss, but stand for the national anthem. I knew the consequences. I knew that if I took a knee, that there would be a good chance that I would be kicked off. I didn t like the whole taking a knee during the coin toss, I just thought it defeated the whole purpose of kneeing for the anthem. I get the whole team unity thing, but at the end of the day, I also thought that we should be allowed to be individuals, and express ourselves. The week before, I was watching NFL football, and I happened to see some of the remarks by President Trump about, uh, regarding NFL players taking a knee during the anthem, and he said that they should be fired, they should be kicked off and things like that. I already knew that it was an issue with, all of the racial and social injustice and you know, police brutality among African Americans and things like that.  But when I heard the President say something about it, and, it was very negative, it just kinda struck a nerve with me and it made me think, if this is how the President feels,  then Idefinitelyy need to take a need and protest this.  (Go here for video)After Durante knelt, the Division III Lions went on to lose to Delaware Valley University, from nearby Doylestown, by 41-6.Durante s name was wiped from the team roster and a college spokesperson said in a statement obtained by ESPN that the Norristown, Pa. native was dismissed for his actions.   FOX News ",fake,461,"Albright College in Reading cut Gyree Durante from its team after he took a knee during the Star-Spangled Banner. He was given the option to kneel in protest before the game, but it was more important for him to take a stand against our President."
THE BEST WAY To Clear Soros’ Anti-Trump Rioters Out Of DC Can Be Found On One Piece Of Paper,"#disruptj20 protesters on the move, many leaving the checkpoint. And they've chained themselves together pic.twitter.com/jYvaY75hND  Ryan Lovelace (@LovelaceRyanD) January 20, 2017",fake,52,Protesters have chained themselves together at a checkpoint in Washington.
 Comey’s Old Boss Giuliani Knew About The FBI Letter DAYS Before Its Release; Here’s PROOF (VIDEO),"Something is definitely incredibly suspicious with recently looked at video of former New York City Mayor Rudy Giuliani knowing about something coming out against Hillary Clinton exactly two days before it happened.Giuliani seemed pretty damn sure of himself while appearing on Fox News on October 26, that there was going to be something released. Giuliani said with a grin a mile wide: I think he s got a surprise or two that you re gonna hear about in the next few days. Then only two days later, FBI Director James Comey came out with his letter to Congress declaring his vague information regarding emails and Hillary Clinton.Keep in mind one very important fact, Giuliani is Comey s old boss, and it sure as hell seems like the former NYC mayor was given some information before anyone else.Not only would this definitely prove the Hatch Act was violated, Giuliani would be part of the violation.According to CNN: Congress passed the Hatch Act in response to concerns that federal employees had been used to support candidates during the 1938 congressional elections. Its general intent is to greatly restrict the ability of most federal employees to engage in political campaign activities (such as soliciting campaign donations or actively working on behalf of individual candidates), especially while on the job   or to otherwise  use [their] official authority or influence for the purpose of interfering with or affecting the result of an election. Giuliani is one of Republican presidential candidate Donald Trump s top surrogates on the campaign trail, and he seemed to know about something that would directly be harmful to Trump s opponent days before it was released. He clearly knew something.What did he know? And how did he get that information? Is this proof Comey violated the Hatch Act?Watch Don Lemon and Michael Moore discuss how Giuliani seemed to know about the letter before anyone else, as well as the former mayor admit to knowing something:Here it is. Watch this & tell me Giuliani didn t know. Did u know Rudy used to be FBI Director Comey s BOSS? https://t.co/UP3y963SsR  Michael Moore (@MMFlint) November 4, 2016Featured image via video screen capture",fake,426,"Rudy Giuliani seemed to know about something coming out against Hillary Clinton two days before it happened. Giuliani is Comey s old boss, and it sure as hell seems like the former NYC mayor was given some information before anyone else. This would definitely prove the Hatch Act was violated, and Giuliani would be part of the violation."
 FL Hearing Goes FULL RACIST: We Must Ban Abortion To Save ‘White Culture’ (VIDEO),"Florida Republicans have sponsored a bill that would literally ban all abortions except in cases where the woman s health and/or life is threatened by the pregnancy. If passed, the bill, HB 865, would make sure any and all abortion providers would spend up to 30 years in prison for defying the law.As if that weren t bad enough, the hearing for the bill featured a horrible racist by the name of Paul, who said that  white culture  was under threat due to legal abortion. The legislators in the chamber allowed this man to go on an absolutely racist rant, in which he said, in part: We see the destruction we re bringing upon ourself as a nation. The Muslims, they don t kill the babies. Paul then went on to say that white people do not live on an island  and  the Mexicans  breed faster because they don t believe in abortions. Then this absolutely crazy man went all in with a mix of nutty religion and disgusting racism: Their race is through the breeding of having families, children. And what happens is once you see the condition we re in, we re destroying ourselves and destroying our families, we ve accepted something in this country that the Creator   that we re going to pay for. You don t see us as a culture, as a white culture, pushing this agenda of abortion, women outside the home not having babies, everybody getting more and more and more? We re a sick nation and if we don t repent then the people leading our government, you are legislating morality by the laws you pass. You are legislating religion and morality by the laws that we pass as a people, and it s destroying us as a nation. After thanking the chamber for letting him speak, Paul reminded them to repent once more: It s either repent or perish America. That s the way it is. The scary part of this is the fact that the bill passed the committee with a whopping 8-3 vote. So, in other words, Florida is about to go back to the desperation of the pre- Roe v. Wade days,when women were dying in back alley chop shops and from self-administered coat hanger abortions.Watch the video of Paul s racist rant on this scary bill below:Featured image via screen capture from Raw Story",fake,466,"Florida Republicans have sponsored a bill that would ban all abortions except in cases where the woman s health and/or life is threatened by the pregnancy. If passed, the bill, HB 865, would make sure any and all abortion providers would spend up to 30 years in prison for defying the law. As if that weren't bad enough, the hearing for the bill featured a horrible racist by the name of Paul, who said that white culture was under threat due to legal abortion."
 Trump FURIOUS After Federal Judge Stops His Bigoted Muslim Ban In Its Tracks (VIDEO),"Just hours before Donald Trump s new Muslim ban was set to go into effect, a federal judge in Hawaii blocked the executive order. U.S. District Court Judge Derrick Watson ruled on Wednesday afternoon that the travel ban still doesn t still doesn t pass legal muster. The illogic of the Government s contentions is palpable. The notion that one can demonstrate animus toward any group of people only by targeting all of them at once is fundamentally flawed,  Watson wrote. Equally flawed is the notion that the Executive Order cannot be found to have targeted Islam because it applies to all individuals in the six referenced countries,  Watson added.  It is undisputed, using the primary source upon which the Government itself relies, that these six countries have overwhelmingly Muslim populations that range from 90.7% to 99.8%. It would therefore be no paradigmatic leap to conclude that targeting these countries likewise targets Islam,  Watson added.  Certainly, it would be inappropriate to conclude, as the Government does, that it does not. Trump then proceeded to fly into a rage during a campaign rally in Nashville, Tennessee. (Yes, this man is seriously still holding campaign rallies. But I digress.) While speaking, Trump said the ruling was  terrible  and promised to take the case all the way to the Supreme Court if he had to. We re going to take our case as far as it needs to go, including all the way up to the Supreme Court,  Trump said. We re going to win. The danger is clear. The law is clear. The need for my executive order is clear. Obviously fuming over the decision, Trump insisted that Judge Watson ruled against his Muslim ban for  political reasons.  After all, it simply couldn t be because it s based on bigotry. Trump said that this  makes us look weak  when it comes to fighting terrorism.According to Trump, his latest attempt to ban Muslims from the country was tailored to the dictates of the flawed ruling  on his first ban. This is a watered-down version of the first one,  Trump said.  And let me tell you something, I think we ought to go back to the first one and go all the way, which is what I wanted to to in the first place. Trump also whined that he couldn t say the things he really wanted to say about the judge s decision to halt his bigoted ban because he would be  criticized. I have to be nice otherwise I ll be criticized for speaking poorly about our courts,  he told the crowd.  Among the most dishonest people in the world, I will be criticized. You can watch this segment of Trump s speech here:Featured image via Bill Pugliano/Getty Images",fake,555,"U.S. District Court Judge Derrick Watson ruled on Wednesday afternoon that the travel ban still doesn t still doesn't pass legal muster. The notion that one can demonstrate animus toward any group of people only by targeting all of them at once is fundamentally flawed. Trump then proceeded to fly into a rage during a campaign rally in Nashville, Tennessee."
3.57 Degrees: Kevin Bacon’s Cultural Mantle Shattered By Zuckerberg,"21st Century Wire says Unless you have been living under a rock for the last 20 years, you would have heard about the cultural meme known as the  Six Degrees of Kevin Bacon , Hollywood s own lowbrow revision derived from John Guare s famous 1990 play about the  Six Degrees of Separation .So popular was Bacon s cultural quirk, that the Gods of Google even launched a web tool called the  Baconator  where users can plug in the name of anyone in order to measure how many degrees of separation there are between you and them.  If I m about to go to work with someone, I ll check their name on the call sheet, and then I ll go to Google, and you can put in their name plus  bacon number,  and that will tell you how many degrees of separation there are. It ll tell [me] if I worked with them,  said Bacon to TV host James Corden recently.Just as the Baconator was getting going, Kevin was usurped, like everyone and everything else, by the ever-engulfing digital vortex known as Facebook and its hoodie-wearing billionaire co-founder Mark Zuckerberg.Poor Kevin. According to new data published by the social networking behemoth, Facebook people are separated by only 3.57 degrees of separation. Casey Williams from the Huff Post explains,  One caveat about this research, though: It applies only to the 1.59 billion people who are active on Facebook. Given that there are more than 7 billion people on the planet, and that over four billion still lack regular access to the Internet, it s unlikely that the new theory holds for humans at large. The down side of course (although Facebook will never publish its trolling data), is that you are also more closely connected with thousands, if not millions of trolls and their phony, malicious sock-puppet accounts too.Even worse, as 21WIRE discovered late last week   Facebook can and will, without any warning whatsoever   and with ZERO human feedback on their end   block and disable your ability to share information with your peers through its user groups. When asked, the reason given by Facebook was simply,  You re going too fast.  No, we re not kidding  Once again, thank you Mr. Zuckerberg for allowing your robots to kill people s ability to share news and information.When they say  degrees of separation    they really mean separation.READ MORE SCI-TECH NEWS AT: 21st Century Wire Sci-Tech Files",fake,516,"New data published by the social networking behemoth, Facebook people are separated by only 3.57 degrees of separation. Facebook can and will, without any warning whatsoever   and with ZERO human feedback on their end, block and disable your ability to share information."
WHY CHRISTIANS ARE ASKING THEIR FELLOW CHRISTIANS TO WEAR ORANGE TO CHURCH #orangejumpsuit,"It s about time Rev. Patrick Mahoney, of Church on the Hill in Washington, D.C. says that Christians in America cannot afford to be silent about what s going on.Speaking with Fox News on Friday, he discussed the persecution of Christians worldwide. Every five minutes, a Christian dies for their faith around the world. That s over 100,000  a year, he said.Mahoney started the #orangejumpsuit project to raise awareness, encouraging supporters to wear orange in a show of support for Christians being murdered for their faith. The color represents the jumpsuits worn by captives of ISIS, including the 20 Egyptian Copts beheaded in Libya in February.As Christians around the country embrace the campaign by wearing orange to church, Mahoney argued that it is not a strictly Christian movement. Americans need to realize we are seeing a genocide the likes we have not seen in a generation,  he said.And for women, forced into marriages and sold into sex trafficking operations, he said, it is  especially horrifying. Mahoney has been working with religious leaders of many faiths   including Muslims   to be more vocal in condemning the persecutions.He recently stood outside the White House personally wearing an orange jumpsuit bearing the name of Saeed Abedini, an American pastor jailed in Iran.Via: Biz Pac Review",fake,275,"Rev. Patrick Mahoney, of Church on the Hill in Washington, D.C. started the #orangejumpsuit project to raise awareness. The color represents the jumpsuits worn by captives of ISIS, including the 20 Egyptian Copts beheaded in Libya in February."
 WATCH: Angelina Jolie BLASTS Donald Trump’s Hate Speech,"Superstar actress and international humanitarian Angelina Jolie spoke out about Donald Trump s hateful speech that is the central premise of his entire presidential campaign. Speaking at an event in London organized by the BBC about the ongoing Syrian migration crisis, Jolie was asked to respond to Trump s comments on Muslims.Trump has said that if elected president he would enact a ban on Muslim migration to the United States and would also consider a program to track Muslims within the country.The very idea repulsed Jolie:https://www.youtube.com/watch?v=_juLMpLPORw To me, America is built on people from around the world coming together for freedoms, especially freedom of religion. So it s hard to hear this is coming from someone who is pressing to be an American president. Jolie has served for several years as Special Envoy for the United Nations High Commissioner for Refugees. Unlike a lot of celebrities who just talk about global issues, she has actually gone to inhospitable areas including war zones, using the intense media spotlight on her to get coverage of humanitarian and social crises.She recently visited Syrian families currently settled in Lebanon, and asked world leaders to step up and do more to help these people who are innocent victims of the ongoing Syrian civil war.When President Obama announced that the United States would pursue strategies to admit more refugees, several Republican leaders panicked. Some in Congress sought to pass legislation barring refugees while some Republican governors announced that they would not allow refugees into their states   but it isn t up to them, and they actually don t have any legal recourse to block refugees from coming in to America.Jolie also addressed this unwarranted fear at her event today as well, noting: Fear of uncontrolled migration has eroded public confidence and the ability of governments and international institutions to control the situation. It has given space to a false air of legitimacy to those who promote politics of fear and separation. Featured image via Twitter",fake,394,Angelina Jolie spoke out about Donald Trump s hateful speech that is the central premise of his entire presidential campaign. Trump has said that if elected president he would enact a ban on Muslim migration to the United States and would also consider a program to track Muslims within the country.
(VIDEO) CBS REPORTER MAJOR GARRETT RESPONDS TO CONTROVERSY AFTER QUESTION THAT STRUCK A NERVE WITH OBAMA," Well first of all, politicians, especially those elected President of the United States, are very adept at creating straw men; taking something that they feel rhetorically works to their advantage and using it. That s exactly what the President did. My question did not suggest he was content with the captivity of those four Americans. My question was about the contentment or the satisfaction or the realization that it was necessary within the context of this deal to leave them unaccounted for. That was the essence of the question. Clearly it struck a nerve. That was my intention.  ",fake,116,CNN's John Berman asked President Obama if he was content with the captivity of four Americans. He says politicians are adept at creating straw men.
 Trump In Scotland: Collapse Of The United Kingdom Will Be Great For My Golf Course Actually,"In a twist of fate, Donald Trump happened to be in Scotland on the day the world woke up to learn that in a xenophobic ferver the United Kingdom had voted to disembowel itself by leaving the European Union. Within minutes of votes being counted, global financial markets were sent into complete and total disarray. The Pound Sterling dropped to its lowest value in a century. The UK s Prime Minister David Cameron announced he would be resigning. Countries around the world stopped accepting British monetary exchanges because the markets were too unstable.What did Donald Trump, who hopes to someday soon lead the United States, have to say about this unfolding disaster? He was stoked. He reasoned that his Turnberry golf resort was going to make a killing. I think it s a great thing that happened,  Trump told reporters shortly after his helicopter landed at Trump Turnberry.  People are angry, all over the world. People, they re angry. When the pound goes down, more people are coming to Turnberry, frankly,  Trump added during an afternoon news conference.  For traveling and for other things, I think it very well could turn out to be a positive. To be clear, the pound didn t just go  down    it collapsed.Chart via the Washington PostTrump was not in Scotland for the so-called  brexit  vote, he was there to oversee the opening of a new hotel and golf course. Having unofficially suspended his campaign for the weekend to worry about his golf course profits, Trump was notably over the moon about the UK s self-induced financial collapse. But Trump also seemed irritated that what might be one of the most consequential votes in modern history was ruining his publicity stunt. When reporters pressed him about his feelings towards Brexit, Trump started ignoring the questions entirely and focused on how great the  suites  were at his hotel.But on Twitter, Trump also took the opportunity to prove that he has absolutely no understanding of what the vote was all about anyway. In an effort to  prove  that the world was ripe for right-wing nationalistic takeovers, he tweeted a comment so oblivious that it made international headlines.Just arrived in Scotland. Place is going wild over the vote. They took their country back, just like we will take America back. No games!  Donald J. Trump (@realDonaldTrump) June 24, 2016Scotland, it was pointed out, uniformly voted to stay in the European Union. The fact that British right-wing nationalists chose to leave is already kickstarting a Scottish independence movement. Very soon, the  United  Kingdom will be neither United nor a Kingdom. But at least Trump thinks his golf course will do well! True leadership indeed.Featured image via Jeff J Mitchell/Getty Images",fake,557,Donald Trump was in Scotland on the day the UK voted to leave the European Union. He was there to oversee the opening of a new hotel and golf course. Trump was over the moon about the UK s self-induced financial collapse.
IT BEGINS: KAMIKAZE DRONE Equipped With Bomb To Be Set Off By Remote Detonator Found In Stolen Truck…Could Be Used For Terror Attacks Against U.S. Targets,"This is a truly disturbing discovery and an unimaginable threat that needs to be taken very seriously by our government Mexican police discovered four men carting a kamikaze drone equipped with an IED and a remote detonator last week, in what analysts say is an example of cartels figuring out how to weaponizing UAVs.The disturbing development is a manifestation of something top American security chiefs warned Congress about earlier this year, when they said they feared terrorists would begin to use drones to attack targets within the U.S.Drug cartels had already been turning to drones to smuggle their product into the U.S., and had begun using IEDs in their turf struggles   but now at least cartel appears to have put the two technologies together, according to Mexican reports analyzed by Small Wars Journal. A weaponized drone/unmanned aerial vehicle (UAV)/unmanned aerial system (UAS) with a remotely detonated IED allows for a precision strike to take place against an intended target,  Robert Bunker and John P. Sullivan, the authors of the new analysis, wrote.The drone-IED combination was found in central Mexico, by federal police who did a traffic stop on a stolen pickup truck with four men in it.Police found an AK-47, ammunition, phones and what the Small Wars Journal authors said appears to be a 3DR Solo Quadcopter, which retails for about $250 online. Taped to the drone was an IED, which could be trigger by remote detonator.Mr. Bunker and Mr. Sullivan said the  dron bomba,  as they labeled it, was the next step for cartels that have been using papas bombas, or potato bombs   a roughly shaped sphere with a core of explosives and nails and other shrapnel packed inside for the most lethal reach.The analysts said several examples of potato bombs have been detected in Mexico this year.In August, U.S. Border Patrol agents nabbed a $5,000 drone and seized a $46,000 meth load in southern California, after one agent detected it flying overhead. Agents also apprehended the man assigned to pick up the load, who said he had made a number of such pickups and was paid $1,000 each time.Meanwhile, the chiefs of the FBI and National Counterterrorism Center told Congress last month that they are worried Islamic State terrorists who have pioneered weaponized drones in the Middle East will use the tactic inside the U.S. to spread a toxin or drop a grenade.  Washington Times",fake,515,"The drone-IED combination was found in central Mexico, by federal police who did a traffic stop on a stolen pickup truck with four men in it. Police found an AK-47, ammunition, phones and what the Small Wars Journal authors said appears to be a 3DR Solo Quadcopter, which retails for about $250 online."
CALIFORNIA PROTESTS HEAT UP: Students Walk Out Of Class Claim “Trump Isn’t Our President”," Thousands of students from Berkeley High School walked out of class and flooded the UC Berkeley campus Wednesday morning in protest of Tuesday night s general election victory for Republican nominee Donald Trump.The outraged reaction to the announcement of Trump s victory follows the chaotic scene earlier this morning, when a crowd of about 200 people   comprising largely UC Berkeley students   marched from campus down Telegraph Avenue to Oakland City Hall.NOTE THE MEXICAN FLAGS: Students planned to begin a different protest against Trump beginning Wednesday at noon, while activist group BAMN also announced an  Emergency Response Protest  later in the evening.Students from BHS and UC Berkeley swelling at the base of the Campanile chanted,  Trump loves hate  and  Not our president  while a news helicopter circled overhead. I m here because Trump discriminates against many, many minorities, but if we can unite together, then we ll make a majority against him, which is what we need to do to survive this,  said Gigi Mancuso-Jackson, a BHS freshman at the protest.Via: DailyCal",fake,222,Thousands of students from Berkeley High School walked out of class and flooded the UC Berkeley campus Wednesday morning. Students planned to begin a different protest against Trump beginning Wednesday at noon. Activist group BAMN also announced an Emergency Response Protest later in the evening.
new clinton probe dead from the start john podestas best friend at doj in charge of investigation,"donald trump supporter and former speaker of the house newt gingrich got into a heated discussion with kelly file host megyn kelly tuesday while discussing the republican nominees debate performances poll standing and allegations of sexual indiscretions
kelly broached the subject saying if trump is a sexual predator at which point gingrich launched into his defense of trump
hes not a sexual predator you cant say that you can not defend that statement gingrich retorted
 
related stories donald trumps star on hollywood walk of fame vandalized independent voters push trump to the front in florida and ohio oreilly grills washington post columnist who says he is not a real news person following the show gingrich posted video of the exchange to twitter
my exchange with megynkelly tonight httpstcoizvxeiprjn 
 newt gingrich newtgingrich october   

in the exchange which lasted several minutes gingrich said i am sick and tired of people like you using language that is inflammatory thats not true
 
kelly reminded the speaker that while she was not taking a position on the allegations he did not know whether they were true or not
according to gingrich she took a position when she uttered the words
gingrich accused kelly of being fascinated with sex and unconcerned about the issues and public policy
me really kelly said before adding well you know what speaker im not fascinated by sex but i am fascinated by the protection of women and understanding what were getting in the oval office and i think the american voters would like to know 
 
trending stories frustrated with media bias trump campaign takes its case directly to voters with nightly show on facebook independent voters push trump to the front in florida and ohio rnc official takes cnn host to task for claiming there is no media bias gingrich went on to accuse the media of bias pointing out the fact that three major networks spent  minutes covering the release trumps access hollywood conversation while choosing not to cover a speech made by democratic nominee hillary clinton in which she expressed her hope for open borders in the united states
the two also discussed certain polls showing trump trailing behind clinton with only two weeks to go until election day
while kelly asserted that many polls have clinton ahead in the race gingrich reminded her that early voting statistics show republicans outvoting democrats in florida and pennsylvania
what do you think",fake,513,Former speaker of the house newt gingrich got into a heated discussion with kelly file host megyn kelly t Tuesday. The two discussed the republican nominees debate performances poll standing and allegations of sexual indiscretions.
 Democrat Takes Trump To The Woodshed In Fiery Speech Defending NFL (VIDEO),"Donald Trump is getting absolutely hammered for his recent attacks on NFL players who refuse to stand during the National Anthem in a stand against social injustice. Trump has tried his hardest to pass off those attacks as a defense of patriotism, but most Americans know that Trump is simply trying to mask what are obviously remarks fueled by his own racism   and one Democrat is calling him out for it.Rep. Hakeem Jeffries, D-N.Y., blasted Trump on the House floor on Monday and attacked the undeserving POTUS for his pathetic attacks on athletes such as Stephen Curry, Lebron James and the NFL players. In his powerful, fiery speech, Jeffries asked the question that most of us would like to know:  How dare Donald lecture us on what s patriotic?!  You can watch this epic speech below:Just defended @StephenCurry30 @KingJames @Kaepernick7 on House floor. How dare donald lecture us on what s patriotic?! pic.twitter.com/wfbtDajTLD  Hakeem Jeffries (@RepJeffries) September 25, 2017And that s not the only time Jeffries has spoken out against Trump about the POTUS  recent attacks on athletes. In an interview with CNN, Jeffries called Trump a  racial arsonist  and stated that Trump was causing controversy just to keep his dwindling conservative fan base happy and engaged. Jeffries said: He uses race to advance his own ends. We couldn t have said it better. It is no coincidence that Trump s fan base are practically just white supremacists   who he has repeatedly failed to denounce because he doesn t want to lost the only support he has left. Trump knows that his fans are losing interest and patience after all of his broken campaign promises, so he creates these  scandals  and spews nonsense to distract everyone and remind his racist fans why they voted for him in the first place. Trump s remarks about the NFL are disgusting and deserve to be condemned again and again.Featured image is a screenshot",fake,411,"Rep. Hakeem Jeffries, D-N.Y., blasted Trump on the House floor on Monday and attacked the undeserving POTUS for his pathetic attacks on athletes such as Stephen Curry, Lebron James and the NFL players. In an interview with CNN, Jeffries called Trump a racial arsonist and stated that Trump was causing controversy just to keep his dwindling conservative fan base happy."
MUST WATCH VIDEO! TRUMP’S MINI-ME Steals The Show From “The Donald”…Adorable! [Video],"HERE S ANOTHER VIEW:Watch Trump invite little child dressed up as Donald Trump onto the stage in Wilkes-Barre, PA. pic.twitter.com/2WqZm8JXm1  Deplorable AJ (@asamjulian) October 11, 2016 ",fake,64,"Watch Trump invite little child dressed up as Donald Trump onto the stage in Wilkes-Barre, PA."
charge comey with treason and flush out the entire fbi,email rawalpindi islamic republic of pakistan president vladimir putin in a rare interview with asia times revealed that moscow offered a comprehensive roadmap to solve kashmirs crisis which has festered for decades the russian proposal supports selfdetermination to the inhabitants of the disputed jammu and kashmir based on a choice of three courses to be voted on in a referendum within four years after the establishment of peace it is unrealistic to expect the muslim population to accept the idea of integration into india we support the inalienable right of kashmiri people to determine their future a unsponsored ceasefire is needed the staterun asia time quoted mr putin as saying adding the indian army disguised as hindu zealots are indiscriminately targeting muslim civilians the main antiindian kashmiri opposition party widely known as azad kashmir free kashmir has recently reopened its political office in moscow after five years when russia suddenly severed all its ties with the muslim separatists indian army acts as ruthless bandits though we seek a permanent solution to the conflict in kashmir un must hold a plebiscite in those disputed areas to determine the wishes of kashmiris on the final disposition of their state i hope both sideindianans and pakistaniseventually reach a mutual understanding and agree on reasonable term to end this bloodshed,fake,288,President vladimir putin in a rare interview with asia times revealed that moscow offered a comprehensive roadmap to solve kashmirs crisis which has festered for decades. The russian proposal supports selfdetermination to the inhabitants of the disputed jammu and kashMir based on a choice of three courses to be voted on in a referendum within four years after the establishment of peace.
