title,text,label
 Trump: I Couldn’t Have Divided America Because ‘I’m Not President Yet’ (VIDEO),"Despite having run one of the most disgusting campaigns most of us have ever witnessed, the not-my-president-elect told Matt Lauer of the Today Show that he s not to blame for the division in America. Of course he did. Trump was featured as Time Magazine Person of The Year on the cover Wednesday, which named him  President of the Divided States of America. It is a great honor. It means a lot especially me growing up reading Time Magazine,  Trump told Lauer.  I have been lucky enough to be on the cover many times. Which is an odd statement considering he blasted Time magazine in Dec. 2015 on Twitter when he was not chosen. Lauer was quick to point that out. When you say divided states of America, I didn t divide them,  Trump continued to say.  They re divided now. I think putting divided is snarky, but again, it s divided. I m not president yet. So I didn t do anything to divide. SURE, he didn t. The future Demagogue-In-Chief called his Democratic opponent  Crooked Hillary  at every campaign rally, working the crowd into a frenzy.  Lock her up!  chants commenced at each of his campaign stops. Hate crimes have increased. Every white supremacist group across the board endorsed the acidic alleged billionaire. But he s not a divider. Just ask him.At that point, Lauer grilled him over his use of Twitter, a social site in which he has dished out conspiracy theories to his nearly 17 million followers. I think I am very restrained, and I talk about important things,  he said. That s a modern day form of communication. I get it out much more faster than a press release. I get it out much more honestly than dealing with dishonest reporters,  Trump added.Well, if by restrained he means attacking Saturday Night Live and the cast of the musical Hamilton, then he has a point. Otherwise, he s so full of shit we re going to have to attach a toilet flush to his jaw. As for not being sworn in yet, that s true. But he s the president-elect and needs to put his big boy pants on so he can get to work. It s going to be a loooong four years.Photo by Scott Olson via Getty.",fake
" Trump Voter SHOCKED That He’s Gutting Meals On Wheels, The Rest Of Us Aren’t (VIDEO)","If you haven t heard, the Trump administration is making conservative wet dreams come true by gutting every social program imaginable   including Meals on Wheels, which provides elderly and disabled people with food and occasional company. This development is not shocking to most of us, but 56-year-old Georgia resident Linda Preast somehow had no idea this sort of thing would happen when she voted for a gigantic orange billionaire with a long history of telling the poor to f*ck off.Preast has been wheelchair-bound since she had a stroke two years ago and relies on Meals on Wheels for food. But now that it s not just about building a wall and getting all those damn Muslims out of the country, now that sh*t is getting real, Preast is realizing she may have made a mistake.Are you surprised?  CBS News correspondent Michelle Miller asked Preast about the cuts to the Meals on Wheels program. Yeah,  Preast said.  Because he was told   I was under the influence that he was going to help us. To be clear, there was never any reason to think Donald Trump would help anyone outside his tax bracket. We can t spend money on programs just because they sound good. And Meals on Wheels sounds great,  says White House Budget director Mick Mulvaney, who calls the cuts to Meals on Wheels and other programs designed to help the less fortunate  compassionate. Asked what she would tell Donald Trump to convince him not to cut funding to a program that helps her, Preast replied What if it was your momma? But it s not Donald Trump s  momma  and he doesn t care about the majority of Americans   even his supporters.While the government has decided that a program that feeds 2.4 million people a year  doesn t work,  Americans disagree. Ever since the budget was announced, donations have been pouring in from people who desperately want to save a program that helps so many. The program has seen a 500 percent increase in volunteers and a 50 percent increase in online donations, but it s still not enough. The scary thing about that is that funding is already not keeping up with pace,  Jenny Bertolette, vice president of communications for Meals on Wheels America says.  There are already demands that we can t meet. There is already a waitlist crisis   If this budget was enacted, it would obviously just make matters so much worse. Watch a report on the crisis below:Featured image via screengrab",fake
gorafi magazine  entretien exclusif avec barack obama  plus rien à secouer démerdezvous   le gorafi," signs of vitamin b deficiency and best food sources of vitamin b httpblogsnaturalnewscomsignsvitaminbdeficiencybestfoodsourcesvitaminb 
by twain yobra 
posted friday october   at am edt 
vitamin b is crucial for the brain nerves dna and blood cells unfortunately it becomes harder and harder for our bodies to absorb vitamin b as we age in fact  in every  women between age  and  have vitamin b deficiency  but age isnt the only contributing factor  avoiding certain foods is whats making you vitamin b deficient 
here are signs of vitamin b deficiency and the foods you should eat to combat them 
signs of vitamin b deficiency being sleepy all the time despite getting adequate sleep at night strange sensations in the body  pins and needles sensations feeling of weakness and sluggishness loss of memory and impaired thinking feeling dizzy while doing simple things like walking skin looks pale yellow tongue gets swollen and red anemia blurry vision 

note that very low levels of vitamin b can have more harmful effects also vegan and vegetarian diets dont offer enough vitamin b so youll need supplementation if youre either but nonvegetarians can get enough vitamin b from their diet below are great sources of vitamin b 
 best food sources of vitamin b 
 oysters oyster has high amounts of vitamin b it is also a great source of zinc zinc boosts testosterone libido and benefits the ovaries 
 clams clams contain more vitamin b than any other food theyre also rich in potassium 
 mussels other than vitamin b mussels are also rich in protein potassium omega s and vitamin c 
 sardines this fish is known for its omega  properties it can also fight vitamin b and d deficiency 
 crab crabs are loaded with lots of nutrients theyre rich in magnesium zinc and vitamins a b and c 
 salmon  ounces of cooked salmon have  mcg of vitamin b salmon is also contains vitamin d and omega s 
 trout this fish can help you fight inflammation and improve brain function 
 tuna just make sure the tuna is bred in a clean environment itll give you lots of omega s and vitamin d 
 grassfed beef beef will give you lots of proteins and b vitamins 
 haddock this fish has low amounts of mercury and it will give you omega s 
 milk not only is milk a good source of vitamin d and calcium recent studies show it can reduce pms symptoms 
 yoghurt yoghurt is rich in probiotics magnesium calcium and protein plain greek yoghurt is the best option 
 whole eggs eggs will also give you vitamin d and aid absorption of calcium in the bones 
 chicken chicken will give you lots of protein and keep you full 
 turkey turkey has small amounts of vitamin b so it may not be the best option for folks with severe deficiency 
for more information on eating healthy and staying fit download your free  weeks flat stomach guide to help you improve your health and physique and like our facebook page  you might also like",fake
" Fox News FINALLY Tells Truth About Itself, Then Immediately Falls Back Into Old Pattern Of Lies","Fox News, purveyor of lies branded as  news,  has finally decided to drop the act and tell the world who they really are. In a fairly surprising move, they re dropping their  fair and balanced  slogan. The slogan was Roger Ailes  from the time the network was launched, but it s come under increasing fire for sexual harassment and assault allegations. The slogan is too closely tied to the worst harasser there was there Ailes himself so the network s management decided to drop it.And just when you thought they might actually be doing something right, they twisted reality again to fit their own warped view of themselves. The new slogan will be,  Most Watched. Most Trusted. Sure most trusted by people who don t know what facts are. When Roger Ailes came up with  fair and balanced,  it was because he felt doing right-wing news branded as such was a recipe for failure. That slogan had become the nearly-religious mantra behind their ongoing push of conservative ideology, no matter how outrageous (or, dare we say it, false) the stories were.Fox News has always seemed to be anti-fact because of that, and despite their  fair and balanced  slogan. But  most trusted?  In 2014, they weren t, at least, not among adults who had heard of them or in comparison to other networks, including CNN. However, earlier this year, Rasmussen found that more Fox News viewers trust Fox News than CNN viewers trust CNN.Maybe that s what they mean by  most trusted.  Of course, conservatives are allergic to factual reporting and so of course more of them would see Fox News as trustworthy.As for the  most watched  part? Their ratings have been slipping ever since it came out that there s a serious problem with sexual harassment there. At the end of May, Fox News had fallen to third place behind CNN and MSBNC for prime-time viewership. That was the first time in 17 years that had happened.So  Most Trusted?  Sure, if you re a right-wing nutjob who s allergic to facts, truth and history.  Most Watched?  That s a far more difficult claim to make. Maybe they believe they ll regain their top spot, and there s nothing wrong with believing that. But changing their slogan is probably only a tiny step towards convincing any sane person that they re capable of sticking to truth and facts, particularly with people like Tucker Carlson and Sean Hannity still on the air.Featured image via Frederick M. Brown/Getty Images",fake
A YOUNG FATHER EXPLAINS SOCIALISM To His 10 Year Old Son…A MUST Read For Every American,"The discussion Bret Stephens had with his 10 year old son, is one every parent should be having with the very generation who has the most to lose if socialism really is implemented in America. As parents, we re asked countless times by our children to explain ghosts, scary shadows on the walls, or some other imagined childhood fear. How many times however, do our children ask us to explain something that every American should truly fear? How many times do we have the opportunity to explain the reality of Socialism to our children?  We Applaud Bret Stephens of the Wall Street Journal for the brilliant way he explained Socialism to his son. We thank him for sharing it with his readers.Noah, my 10-year-old son, was reading over my shoulder a powerful story about the state of medicine in Venezuela by Nick Casey in Sunday s New York Times. We scrolled through images of filthy operating rooms, broken incubators and desperate patients lying in pools of blood, dying for lack of such basics as antibiotics. Dad, why are the hospitals like this? Socialism. What s socialism? I told him it s an economic system in which the government seizes and runs industries, sets prices for goods, and otherwise dictates what you can and cannot do with your money, and therefore your life. He received my answer with the abstracted interest you d expect if I had been describing atmospheric conditions on Uranus.Here s what I wish I had said: Socialism is a mental poison that leads to human misery of the sort you see in these wrenching pictures.The lesson seems all the more necessary when discredited ideologies are finding new champions in high places. When Venezuelan President Hugo Ch vez died in 2013, an obscure U.K. parliamentarian tweeted,  Thanks Hugo Chavez for showing that the poor matter and wealth can be shared. He made massive contributions to Venezuela & a very wide world. The parliamentarian was Jeremy Corbyn, now leader of the Labour Party.Up north, Naomi Klein, Canada s second-most unpleasant export, treated Ch vez as heroically leading the resistance to the forces of dreaded neoliberalism. Jimmy Carter mourned Ch vez for  his bold assertion of autonomy and independence for Latin American governments and for his formidable communication skills and personal connection with supporters in his country and abroad to whom he gave hope and empowerment. There are lesser names to add to this roll call of dishonor  Michael Moore, Sean Penn but you get the point:  Democratic socialism  had no shortage of prominent Western cheerleaders as it set Venezuela on its road to hyperinflation, hyper-criminality, water shortages, beer shortages, electricity blackouts, political repression and national collapse. Ch vez and his successor, Nicol s Maduro, gained prestige and legitimacy from these paladins of the left. They are complicit in Venezuela s agony.And so to the U.S. election, specifically the resolutely undead presidential candidacy of Vermont Sen. Bernie Sanders. The Sanders campaign is no stranger to accusations that its brand of leftism is cut from the same cloth that produced Chavismo. Yesterday, one of Hillary Clinton s most prominent Super PACs attacked our campaign pretty viciously,  Mr. Sanders complained in September, noting that they  tried to link me to a dead communist dictator. The senator protests too much. As mayor of Burlington, Vt., in the 1980s, he boasted of conducting his own foreign policy, including sister-city relations with Puerto Cabezas in Nicaragua and Yaroslavl in the Soviet Union. On a 1985 trip to Nicaragua, he lavished praise on Daniel Ortega s communist regime Chavismo s older cousin. In terms of health care, in terms of education, in terms of land reform . . . nobody denies they [the Sandinistas] are making significant progress in those areas,  then-Mayor Sanders told one interviewer in 1985.  And I think people understand that and I think the people of Nicaragua, the poor people, respect that. If Mr. Sanders ever rethought or recanted those views, I m not aware of it.But the point isn t what Mr. Sanders may have thought of the Sandinistas in the 1980s or the Chavistas in the past decade. It s that the type of socialism that the senator espouses $18 trillion in additional government spending over the next decade, accusations that Wall Street is a criminal enterprise and the continuous demonization of  millionaires and billionaires is not all that different from its South American cousins.Democratic socialism whether Chavez s or Sanders s is legalized theft in the name of the people against the vilified few. It is a battle against income inequality by means of collective immiseration. It is the subjugation of private enterprise and personal autonomy to government power. Mr. Sanders promises to pursue his aims on the Scandinavian model, as if that was a success, and as if Americans are Scandinavians. It wasn t. We aren t. Bernie s Way paves the same road to serfdom that socialism does everywhere.That s a fact Americans might have learned after the Berlin Wall fell in 1989. We didn t. Take the time to tell your kids what socialism is, and does, before they too feel the Bern.Via: Wall Street Journal",fake
 Marco Rubio Just Had The Most Hilarious Reaction To Trump Touching Him (VIDEO),"No one likes to be touched by Donald Trump   not even his own fellow Republicans.On Thursday, the full extent of Trump s repulsiveness was on display when he spoke with Florida Senator Marco Rubio, who was also one of his competitors in the 2016 primaries.Trump was visiting Florida on a tour of the damage left by Hurricane Irma, when he took a moment to commend Rubio, who clearly wasn t having it. Perhaps he remembered how disgusting Trump s behavior was while he was running against him in the primaries, so the look on Rubio s face said it all. When Trump approached and touched his shoulder, Rubio couldn t hold back a grimace and nearly shuddered on camera. You can watch this horrible, cringe-worthy moment below:Watch: While standing next to Marco Rubio, Trump says he hopes Rick Scott runs for Senate https://t.co/9cThL4c0S9  NBC Politics (@NBCPolitics) September 14, 2017Trump was encouraging Florida Gov. Rick Scott (R) to run for the Senate seat that is now being occupied by Democratic Senator Bill Nelson. Trump said to the cameras: What do I know? But I hope this man right here, Rick Scott, runs for the Senate. It s unclear if Rubio was wincing because he isn t happy with Trump s choice   after all, Scott previously suggested that his millionaire buddy Carlos Beruff should take Rubio s seat   or because he really doesn t like Trump touching him.Rubio would be far from the only person who doesn t want Trump getting that close to him. Recently, reporter Katy Tur detailed a truly disturbing encounter she had with Trump, which resulted in the POTUS planting an unwanted kiss on her cheek. It has also been widely documented that First Lady Melania Trump winces or looks extremely uncomfortable whenever Trump touches her. It s clear that there s definitely something wrong with Trump s transfer of affection, and it seems to make everyone feel dirty.Featured image via Chip Somodevilla/Getty Images",fake
WATCH WHAT HAPPENS WHEN CHRISTIAN MAN ASKS 13 GAY BAKERIES TO MAKE PRO-TRADITIONAL MARRIAGE CAKE [Video]," I was wondering if I could get a cake that says:  Gay marriage is wrong.  The tolerant answers that follow this question show the astounding hypocrisy of the left.Say that  Bestiality Is Wrong  or  Polygamy Is Wrong  and it s not considered hate speech, but if you have the opinion that  Gay Marriage Is Wrong  the whole world jumps up and down screaming  racism   bigotry  and  hatred .This is becoming the politically-correct norm, but no matter what one argues, this is suppressing free speech.No one targeted pro-gay bakeries, but gay activists target Christian bakeries.  Support Gay Marriage  is one Christian bakery was sued for refusing to put that slogan on a cake for an event to support the gay agenda. Yet Christian bakeries that refuse to make pro-homosexual marriage cakes are getting sued left, right, and center. They get fined, they get death threats, and they lose their businesses. This experiment proves beyond doubt that the gay agenda is not just about their freedom to practice a sexual orientation, but the suppression of free speech.To make our case we provided 3 video clips, the third one is a video showing homosexual activists in Ireland used the state to force a Christian bakery to make a cake with the slogan  Support Gay Marriage  for a pro-gay marriage event, but he refused which added a tremendous loss to his business. Several Christian bakeries were sued in the United States with several who lost their businesses and we said enough is enough.So Shoebat.com decided to call some 13 prominent pro-gay bakers in a row. Each one denied us the right to have  Gay Marriage Is Wrong  on a cake and even used deviant insults and obscenities against us. One baker even said all sorts of profanities against Christians and ended the conversation by saying that she will make me a cookie with a large phallus on it.It was all recorded. It will stun the American people as to how militant and intolerant the homosexual bakers were. Even after we completed our experiment we got a ton of hate messages saying that we were  hateful  for simply giving them a taste of their own medicine. They argued that the slogan  Gay Marriage Is Wrong  is not the same thing as  Support Gay Marriage  as if an opposite view of a view is hateful. This would mean that the majority of Americans who oppose gay marriage are  bigoted  and  hate filled .  Support Polygamy  or  Polygamy is Wrong  are views, yet the first which the Muslim supports and the second most Americans would never support, but both are opinions and are considered free speech.Watch what happens when a customer wants to buy a cake for his pro-traditional marriage event:****WARNING****STRONG LANGUAGE ALERT*** Language used by baker to customer on phone is extremely vulgar:https://youtu.be/AJaroR_qTNshttps://youtu.be/ptgAKywiHG0The homosexual activist in this third video said you can t choose who you serve, as though he is taking a purely objective position, but when we ask for the reverse of the same message, all of a sudden the saying of  you can t choose who you serve,  does not apply to us, the Christians.OUR POINTHere is our point. A Christian making a homosexual cake with  Support Gay Marriage  goes against his faith and a homosexual putting  Gay Marriage Is Wrong  goes against his faith as well. Now of course we honor their right to say no, this is not the issue, but what about honoring the Christian right to also say no?CONCLUSIONThe big lie of the homosexual agenda is this: They claim that they are only fighting for equality and tolerance.This is false.What then is their agenda?Via: Christian Patriot ",fake
TOO FUNNY! CHUCK SCHUMER Tries To Lead Liberal Chant… It’s An Epic Fail Just Like His Effort To Block Neil Gorsuch! [Video],"In recent weeks, Senate Minority Leader Chuck Schumer (D-N.Y.) has threatened to lead his caucus in filibustering President Donald Trump s nominee to the Supreme Court, Judge Neil Gorsuch, often citing a rule that a Supreme Court nominee needs a 60-vote supermajority in order to be appointed.The alleged rule has been debunked by fact-checkers, but Schumer is still holding out, arguing that Republicans would be violating the established norms of the Senate if they were to subject Trump s Supreme Court nominee to a simple up or down vote. If Judge Gorsuch fails to earn 60 votes and fails to demonstrate he is mainstream enough to sit on the high court, we should change the nominee not the rules,  Schumer said in a Wednesday press conference. When pressed by Sinclair Broadcast Group, he acknowledged that there was no hard and fast rule subjecting every Supreme Court nominee to approval by a supermajority, but  we believe in a 60-vote threshold. That belief is different from a rule. And Republicans are now arguing that even though the last four nominees to the Supreme Court were forced to overcome the 60-vote threshold for their lifetime appointments, it is not the standard.Senate Majority Leader Mitch McConnell (R-Ky.) said on Wednesday that his Democratic colleagues are invoking a  mythical 60 vote standard that doesn t exist,  because of their 2016 electoral loss.  A 60-vote threshold has never been the standard for a Supreme Court nomination. The 60-vote standard was even debunked by the Washington Post fact-checker two months ago, saying Democrats were using  misleading  and  slippery  language. The claims by Schumer and other leading Democrats earned Two Pinocchios.Via: FOX 57",fake
 Republican Greg Abbott Picks Supporting Israel Over Obama – Plans With Bibi To Antagonize Iran,"Governor Greg Abbott of Texas recently traveled to Israel to kiss the ring of Bibi Netanyahu. While there, he pledged that he will do what he can as Texas  leader to obey Israel s desires and begin working on new ways to re-antagonize Iran.Abbott, like most Republicans, owes his true loyalty to Netanyahu s craving for discord instead of America s effort at peace and cooperation. Abbott pledged to craft laws in Texas to curb the flow of any public funds to Iran. He seeks to accomplish this by banning any state-level investments in Iran or by banning Texas government from doing business with any company that does business in Iran. The second part of that is particularly hypocritical. Republicans have always used terms like  free trade  and the concept of little to no government regulation of business to attack liberals. However, when  free trade  conflicts with the desires of Benjamin Netanyahu   a leader of a foreign nation   there suddenly isn t enough regulation that can be enacted.When asked for an example of how many Texan public dollars flow to Iran, Governor Abbott s office was unable to provide any figures. Without some real data, the impact of Abbott s new laws will be unproven at best, and he would likely have to spend more state money to audit companies to make that determination. Fiscal conservatism at its best Governor Abbott will obviously not be able to single-handedly bring Iran to its knees over new state-level  sanctions,  but the politics on this are clear. Republicans still want to do everything they can to sabotage what is otherwise an incredibly successful and historic win for President Obama on his diplomatic victory with Iran. Being able to show their undying loyalty to a foreign leader in the process is just a nice bonus.Featured image via Flickr",fake
" Tea Party Candidate Wants To Be Elected So Bad, He’ll Betray His Own Party Horrifically To Do It","Art Halvorson, a Tea Partier with a major agenda, is running for office against Rep. Bill Shuster (R-PA), who is the chairman of the House Transportation and Infrastructure Committee. Ordinarily, this wouldn t be news, except that Halvorson is literally willing to do anything it takes to beat Shuster. Even if it means running as a Democrat.There s a reason to gag here, because it s like Halvorson is actually willing to infiltrate the Democratic Party in order to accomplish his aims. In fact, the worst kind of Tea Partier is one who will literally do anything, no matter how slimy, to win an election    kind of like Donald Trump. There s a reason the Tea Party is such a problem.A spokesperson for Shuster hit the nail on the head on Halvorson s absolute buttfuckery: By running for Congress as a Democrat after beating the other Democrat by 41 votes in the primary, Art Halvorson has proved that he cares about one thing and one thing only   himself,  said Casey Contres, a campaign spokesman for Shuster.  Not only is he betraying Democrats by calling their party Godless while forcing them to accept him as their nominee, but he is also betraying the will of the Republican primary voters that have twice rejected his attempt to get a job in Congress. He s betraying the will of the Republican primary voters,  that have rejected him. Here s a clue that he s unhinged: Halvorson lost his primary against Shuster, but he doesn t think that s the end of it. That s disgusting right there, because the Tea Party is supposed to be all about the will of the people over tyranny. They want small government, and think the people should hold the power. Does Halvorson think that the primary didn t reflect what the people of Pennsylvania s 9th District somehow? How is this kind of manipulation in keeping with what the Tea Party stands for?Simple answer: It doesn t.Halvorson is sick, like the entire Tea Party.The oddest thing is that he wants to let voters know that he s a Republican running as a Democrat, so they know they need to actually swallow their pride and (gasp!) vote Blue! But he faces a ridiculous battle. Gillian Kratzer, chairwoman of the Blair County Democrats, which is where Halvorson is running, says that Democrats won t be fooled. She believes he should know that Democrats won t support him. Republicans probably won t, either.Halvorson embodies Tea Party desperation at its finest. Many don t see how he ll win, but all that matters to him is himself. Who knew a Tea Partier could be so selfish? Oh wait.Featured image via Art Halvorson s Twitter account",fake
COLLEGE QB Kneed Out Of Anger Over Trump’s Remarks About NFL Players Disrespecting Our Flag…Immediately Gets Bad News From Coach,"He was given the option to kneel in protest before the game, but it was more important for him to take a stand against our President for bravely taking a public stance in defense of our flag and for our veterans A liberal arts college in eastern Pennsylvania cut its backup quarterback after he knelt during the national anthem.Albright College in Reading cut Gyree Durante from its team after he took a knee during the Star-Spangled Banner, according to the Philadelphia Inquirer.According to the paper, the school promised consequences if players took actions different than those made in a special agreement.The team s  leadership council  decided that the squad would take a knee during the pregame coin toss, but stand for the national anthem. I knew the consequences. I knew that if I took a knee, that there would be a good chance that I would be kicked off. I didn t like the whole taking a knee during the coin toss, I just thought it defeated the whole purpose of kneeing for the anthem. I get the whole team unity thing, but at the end of the day, I also thought that we should be allowed to be individuals, and express ourselves. The week before, I was watching NFL football, and I happened to see some of the remarks by President Trump about, uh, regarding NFL players taking a knee during the anthem, and he said that they should be fired, they should be kicked off and things like that. I already knew that it was an issue with, all of the racial and social injustice and you know, police brutality among African Americans and things like that.  But when I heard the President say something about it, and, it was very negative, it just kinda struck a nerve with me and it made me think, if this is how the President feels,  then Idefinitelyy need to take a need and protest this.  (Go here for video)After Durante knelt, the Division III Lions went on to lose to Delaware Valley University, from nearby Doylestown, by 41-6.Durante s name was wiped from the team roster and a college spokesperson said in a statement obtained by ESPN that the Norristown, Pa. native was dismissed for his actions.   FOX News ",fake
THE BEST WAY To Clear Soros’ Anti-Trump Rioters Out Of DC Can Be Found On One Piece Of Paper,"#disruptj20 protesters on the move, many leaving the checkpoint. And they've chained themselves together pic.twitter.com/jYvaY75hND  Ryan Lovelace (@LovelaceRyanD) January 20, 2017",fake
 Comey’s Old Boss Giuliani Knew About The FBI Letter DAYS Before Its Release; Here’s PROOF (VIDEO),"Something is definitely incredibly suspicious with recently looked at video of former New York City Mayor Rudy Giuliani knowing about something coming out against Hillary Clinton exactly two days before it happened.Giuliani seemed pretty damn sure of himself while appearing on Fox News on October 26, that there was going to be something released. Giuliani said with a grin a mile wide: I think he s got a surprise or two that you re gonna hear about in the next few days. Then only two days later, FBI Director James Comey came out with his letter to Congress declaring his vague information regarding emails and Hillary Clinton.Keep in mind one very important fact, Giuliani is Comey s old boss, and it sure as hell seems like the former NYC mayor was given some information before anyone else.Not only would this definitely prove the Hatch Act was violated, Giuliani would be part of the violation.According to CNN: Congress passed the Hatch Act in response to concerns that federal employees had been used to support candidates during the 1938 congressional elections. Its general intent is to greatly restrict the ability of most federal employees to engage in political campaign activities (such as soliciting campaign donations or actively working on behalf of individual candidates), especially while on the job   or to otherwise  use [their] official authority or influence for the purpose of interfering with or affecting the result of an election. Giuliani is one of Republican presidential candidate Donald Trump s top surrogates on the campaign trail, and he seemed to know about something that would directly be harmful to Trump s opponent days before it was released. He clearly knew something.What did he know? And how did he get that information? Is this proof Comey violated the Hatch Act?Watch Don Lemon and Michael Moore discuss how Giuliani seemed to know about the letter before anyone else, as well as the former mayor admit to knowing something:Here it is. Watch this & tell me Giuliani didn t know. Did u know Rudy used to be FBI Director Comey s BOSS? https://t.co/UP3y963SsR  Michael Moore (@MMFlint) November 4, 2016Featured image via video screen capture",fake
 FL Hearing Goes FULL RACIST: We Must Ban Abortion To Save ‘White Culture’ (VIDEO),"Florida Republicans have sponsored a bill that would literally ban all abortions except in cases where the woman s health and/or life is threatened by the pregnancy. If passed, the bill, HB 865, would make sure any and all abortion providers would spend up to 30 years in prison for defying the law.As if that weren t bad enough, the hearing for the bill featured a horrible racist by the name of Paul, who said that  white culture  was under threat due to legal abortion. The legislators in the chamber allowed this man to go on an absolutely racist rant, in which he said, in part: We see the destruction we re bringing upon ourself as a nation. The Muslims, they don t kill the babies. Paul then went on to say that white people do not live on an island  and  the Mexicans  breed faster because they don t believe in abortions. Then this absolutely crazy man went all in with a mix of nutty religion and disgusting racism: Their race is through the breeding of having families, children. And what happens is once you see the condition we re in, we re destroying ourselves and destroying our families, we ve accepted something in this country that the Creator   that we re going to pay for. You don t see us as a culture, as a white culture, pushing this agenda of abortion, women outside the home not having babies, everybody getting more and more and more? We re a sick nation and if we don t repent then the people leading our government, you are legislating morality by the laws you pass. You are legislating religion and morality by the laws that we pass as a people, and it s destroying us as a nation. After thanking the chamber for letting him speak, Paul reminded them to repent once more: It s either repent or perish America. That s the way it is. The scary part of this is the fact that the bill passed the committee with a whopping 8-3 vote. So, in other words, Florida is about to go back to the desperation of the pre- Roe v. Wade days,when women were dying in back alley chop shops and from self-administered coat hanger abortions.Watch the video of Paul s racist rant on this scary bill below:Featured image via screen capture from Raw Story",fake
 Trump FURIOUS After Federal Judge Stops His Bigoted Muslim Ban In Its Tracks (VIDEO),"Just hours before Donald Trump s new Muslim ban was set to go into effect, a federal judge in Hawaii blocked the executive order. U.S. District Court Judge Derrick Watson ruled on Wednesday afternoon that the travel ban still doesn t still doesn t pass legal muster. The illogic of the Government s contentions is palpable. The notion that one can demonstrate animus toward any group of people only by targeting all of them at once is fundamentally flawed,  Watson wrote. Equally flawed is the notion that the Executive Order cannot be found to have targeted Islam because it applies to all individuals in the six referenced countries,  Watson added.  It is undisputed, using the primary source upon which the Government itself relies, that these six countries have overwhelmingly Muslim populations that range from 90.7% to 99.8%. It would therefore be no paradigmatic leap to conclude that targeting these countries likewise targets Islam,  Watson added.  Certainly, it would be inappropriate to conclude, as the Government does, that it does not. Trump then proceeded to fly into a rage during a campaign rally in Nashville, Tennessee. (Yes, this man is seriously still holding campaign rallies. But I digress.) While speaking, Trump said the ruling was  terrible  and promised to take the case all the way to the Supreme Court if he had to. We re going to take our case as far as it needs to go, including all the way up to the Supreme Court,  Trump said. We re going to win. The danger is clear. The law is clear. The need for my executive order is clear. Obviously fuming over the decision, Trump insisted that Judge Watson ruled against his Muslim ban for  political reasons.  After all, it simply couldn t be because it s based on bigotry. Trump said that this  makes us look weak  when it comes to fighting terrorism.According to Trump, his latest attempt to ban Muslims from the country was tailored to the dictates of the flawed ruling  on his first ban. This is a watered-down version of the first one,  Trump said.  And let me tell you something, I think we ought to go back to the first one and go all the way, which is what I wanted to to in the first place. Trump also whined that he couldn t say the things he really wanted to say about the judge s decision to halt his bigoted ban because he would be  criticized. I have to be nice otherwise I ll be criticized for speaking poorly about our courts,  he told the crowd.  Among the most dishonest people in the world, I will be criticized. You can watch this segment of Trump s speech here:Featured image via Bill Pugliano/Getty Images",fake
3.57 Degrees: Kevin Bacon’s Cultural Mantle Shattered By Zuckerberg,"21st Century Wire says Unless you have been living under a rock for the last 20 years, you would have heard about the cultural meme known as the  Six Degrees of Kevin Bacon , Hollywood s own lowbrow revision derived from John Guare s famous 1990 play about the  Six Degrees of Separation .So popular was Bacon s cultural quirk, that the Gods of Google even launched a web tool called the  Baconator  where users can plug in the name of anyone in order to measure how many degrees of separation there are between you and them.  If I m about to go to work with someone, I ll check their name on the call sheet, and then I ll go to Google, and you can put in their name plus  bacon number,  and that will tell you how many degrees of separation there are. It ll tell [me] if I worked with them,  said Bacon to TV host James Corden recently.Just as the Baconator was getting going, Kevin was usurped, like everyone and everything else, by the ever-engulfing digital vortex known as Facebook and its hoodie-wearing billionaire co-founder Mark Zuckerberg.Poor Kevin. According to new data published by the social networking behemoth, Facebook people are separated by only 3.57 degrees of separation. Casey Williams from the Huff Post explains,  One caveat about this research, though: It applies only to the 1.59 billion people who are active on Facebook. Given that there are more than 7 billion people on the planet, and that over four billion still lack regular access to the Internet, it s unlikely that the new theory holds for humans at large. The down side of course (although Facebook will never publish its trolling data), is that you are also more closely connected with thousands, if not millions of trolls and their phony, malicious sock-puppet accounts too.Even worse, as 21WIRE discovered late last week   Facebook can and will, without any warning whatsoever   and with ZERO human feedback on their end   block and disable your ability to share information with your peers through its user groups. When asked, the reason given by Facebook was simply,  You re going too fast.  No, we re not kidding  Once again, thank you Mr. Zuckerberg for allowing your robots to kill people s ability to share news and information.When they say  degrees of separation    they really mean separation.READ MORE SCI-TECH NEWS AT: 21st Century Wire Sci-Tech Files",fake
